,label,cleaned_tweet
291,0,question why is mr kgb putin not been vaccinated with his   months ago didnt he trust his own vaccine bet u the capone mobster already been vaccinated with a west produced  vaccine copy paste a happy few corrupt elite propagandists    
292,0,"so itees pick and mix season at  
come on down why not try a doses of dunno whatees in this fuck knows whatees in that and the uk are all mad about the fuck all three approach to      "
293,1,first shot down one to go     marietta georgia 
294,1,just got my second   shot it was empty thursday opens to everyone go    itees everybodyees turn now 
295,0, developed by  and  significantly appear less effective against the coronavirus variant that first emerged in  a new study has found
296,0,"desastrazeneca

frances  recipients will be steered to a different second dose 

national health regulator is expected to advise administering  or  for the followup jab for unders amid concerns about rare blood clots"
297,1,"she got her nd vaccine friday
  "
298,1," sinopharm vaccine works using dead viral particles to expose the bodys immune system to the virus without risking a reaction 
 
 "
299,0,  is not qualified to make a    never 
300,1,second   done and dusted  
301,0,"vaccine effectiveness for south african strain
 amp  mrna atleast  timessome sources claim up to  times less effective against new strain compared to the standard strain"
302,0,seriously  or  if you believe the   or    are safe and effective ieed love to see your evidence and discuss what i have seen only thoughtful dialogue jerks need not apply
303,1, has approved  sputnikv   for emergency use in  third to  amp  drugs controller general of india  subject expert committee decided to give authorisation 
304,0,"  takes chinese vaccine 
  days later tests  positive

be smart and avoid chinese products  your pm has shown you the way 
 "
305,0,   arm started hurting  hours after shot still sore but not as bad as last night some mild cold like symptoms today which is weird sinus headache ear congestion and fatigue  not bad enough to need medication just staying hydrated
306,0,i can feel my brain smoothening out  
307,1,"israel keeps doing the right moves an example to the world 
israel sigue dando los pasos correctos ejemplo para el mundo 
    "
308,0, im a little concerned got the moderna shot  weeks ago and got a antibody test and it came back negative im honestly confused  
309,0,moderna johnson and johnson imma waiting for the brazilian vax  i heard itees the smoothest   
310,1," city pmc   now  centers for vaccination see list below

also check if they are offering  nd dose

walkins allowed at many centers best to call them and confirm "
311,1,must say  doing a fantastic job at the vaccination centre got my dose of   proud to be part of the  
312,0, and  does this disaster for jampj open the door for  and  considering todayees great interm results
313,0,i just discovered this thread     i will check in a month to see how well these people are some are experiencing some major side effects i will stick to anti virals which actually kill the virus a vaccine does not kill a virus
314,0," dose immune  platelets blood comp lack 
same led to death a dr  days after  
 similar cases in m  vacc
 senpeople dying paralyzed jrnl reports  suspends his account

"
315,1,china has donated  vaccines to  african  countries  why is  not on the list every vaccine saves a life 
316,0," if canada has got  which is indigenously developed by india then the efficacy data has still not made public yet

be careful 

covaxin not finding international takers even when supplied free of cost by india  coronavirus outbreak news "
317,1,my parents just got their first dose of vaccine yay 
318,0, aztra zeneca kills o want my 
319,1,the facility of walkin registration will also be available in this phase but this will be done only after  pm  versus  the centre has been reiterating that both the vaccines are safe amp are equally effective against the  amp  variants as well 
320,1,one down one to go     
321,1, moscow russia everything is open business as usual ontario canada is reporting  cases of   new cases in toronto  closed business church no family no hope   canada get out of syria   effective 
322,1,vaccines doneet save lives sat in fridges  they save lives in peoples armsee professor jonathan vantam   
323,1,the astrazeneca vaccine causing blood clots what such nonsense  my mother had her shot of it two weeks ago and only got a headache and fatigue after it and is now right as rein   
324,1,caneet wait for my nd dose tomorrow     
325,0," safe
 people suddenly having regular nose bleeds itching memory lapses fatigue and migraines after having the    "
326,0,well i got my second covid shot yesterday and this is the first time ieeve been sick at all since covid started i was planning on taking ryder to jcp to get his long overdue st birthday pictures and we had to reschedule again i feel like garbage    
327,1,fantastic to have had my first   vaccine brilliant service by the  team at   thank you 
328,1," just received the st dose of the  vaccine as part of the first  of healthcare provider vaccinations 

once we begin largescale public vaccinations it will still take time to develop a vaccineinduced herd immunity to covid 

so ÁE   "
329,1,"no sideeffects from my first vaccination of astrazeneca  
go for it     "
330,1,"russias sputnik v has been deemed to be safe and works in a way similar to the oxford jab which is being made in india as 

 gives around  protection against  late stage trial results published in the lancet reveal "
331,0,"imagine being one of these  kids parents fucked up 

 "
332,1," no reason to stop using  covid vaccine who

    "
333,1,has anyone had the nd dose of    was it worse then the st or better
334,1, just got my first dose of the  vaccine and i feel like ass but hey its better than being on a  ventilator like those unfortunate enough to get severe covid symptoms
335,0,   should scrutiny  presented by  in  in name of that these medicines r effective to fight  question is arising that why  keep silence on it   made  effective then why corona not stop in  where is right 
336,1,"round one and done
 
thank you  for telling me about  for telling me about this amazing website for ny state residents got my apt yesterday for today linkin bio "
337,0," uh huh and how many people will this kill
the  vaccine is having an adverse reaction on numerous people
these vaccines need to be tested to prove they are safe"
338,0, thank you china for giving us the  and for the zeropercent effective   but yeah lets talk about    
339,0,had my   on march th  had the common flu symptoms but now have awful   weeks now  blood amp so bunged  up amp headaches  amp i never get headaches  
340,1,getting ready to roll my sleeve up for dose  of the    on monday feeling very grateful that my rescheduled appt was only delayed by a few days   
341,1,just got my first dose of gluta shots today     king faisal specialist hospital amp research center 
342,0,as the  vaccine is leaky or doesnt stop transmission and vaccinated people might shed more virus as a result could a variant of covid that spreads be a result of this and lack of natural immunity from lockdowns  
343,0,"the way out of this madness of fear control amp indoctrination

become a being of value purpose and complete responsibility 

stop relying on eebig brotheree to tell you what to do and how to think for godees sake 

  "
344,1,got my moderna shot ieem down with a mindscreaming headache but ieell happily deal with it and smile just to be fully protected for myself my family and my culinary students    
345,0,around  per cent of people who received the first dose of  and  mrnabased  reported allergic reaction finds a  study 
346,0, turns out  is another russian failure  better luck next time 
347,0," worssst offenders such wreckless lying scum

how fucking dare they speak on behalf of australians and say were excited to finally roll up our skeeves
never has evil been so clear ffs
 
 
 
 
 
 
 "
348,1, there is light at the end of this long tunnel    
349,1,"post vaccination the breakthrough infection numbers stand at just between  for both  amp 
get yourself vaccinated to help indias fight against 

 
 "
350,1, to everyone i am getting the best  of  tomorrow  my first   shot yay
351,1,chinas  sar formally approved the emergency use of the   on thursday 
352,1,what a surreal moment i just got the covid vaccine this morning i will continue to wear a mask and practice social distancing i cant wait for everyone to get access to the vaccine and for our lives to go back to normal    
353,1, sir since the cases are reaching l per day again dont u think it is high time we make  and  available to everyone instead of the restricted population
354,0, i had the same exact symptoms after both doses of vaccine  and i tried to force myself through it the first time and it took me over  days to recover the cd dose i stayed home in bed the whole time and i recovered fully in  hours contd
355,0, all vaccines that have rna in them   and  alter ones dna only chinas  vaccine does not have that five other vaccine alternatives are being prepared now in cuba
356,1,"inc urged nurses to actively participate in vaccination drive 
         
 via "
357,0,amid the concerns over the potential link between the  jab and rare blood clots the uk on wednesday rolled out a third  developed by the usbased biotechnology company  
358,0,"jnj
the  drug regulator has started a review to assess blood clots in people who received johnson amp johnsonees  
separately the eu regulator said it doesneet yet have enough evidence to approve the russian  vaccine
"
359,0,"finally admitting that there is a problem with blood clots and the  

 "
360,0,adverse symptoms in seven  recipients that require  medications 
361,1,hereees to science medicine vaccines intelligence evolution doctors nurses compassion kindness and brut rosee     
362,1,the  the voice of the us hedge fund  has mentioned  but like the rest of the canadian media has never asked trudeau why canada will not order safe cheap and effective  
363,0,"oxford pauses trial of astrazeneca covid vaccine in children as clot link gets probed



    "
364,1,"  covid vaccines highly effective after first shot in realworld use study 



 "
365,1, moscow russia everything is open business as usual ontario canada is reporting  cases of    new cases in toronto  closed business church no family no hope  canada get out of syria   effective 
366,0,"uganda halts the deployment of the   vaccine due to fears over its efficacy with the   mutant virus

sips coffee"
367,1, and  why not lower the ages of sites with  and   maybe those eligible to use  may be incentivized to actually use up these doses so they doneet go to waste may help facilitate vaccinating all frontline workers faster 
368,1,outrageous the  playing games again with peopleees lives petty jealousy  professor  led the oxford team producing the life changing vaccine  
369,0,south africa  has put its rollout of the  vaccine on hold after a study showed disappointing results against its new covid b variant    
370,0,"another target this time paraguay
actually we would suggest not getting the shitty chinese vaccine lol just ask chile itees pretty useless
          "
371,0,"none of the vackzines are fda approved 

  "
372,1, moscow russia everything is open business as usual ontario canada is reporting  cases of   new cases in toronto  closed business church no family no hope  canada get out of syria   effective 
373,0,"its simple the mere fact that  bosses say they can produce a new vaccine for  variant only means that despite what the government says the existing vaccine is not effective
 

"
374,1,second microchip has been implanted   hours later im already feeling suuuuper tired but grateful     
375,0,indias vaccine  has been rejected by the brazilian regulator on the basis of violation of norms is indias  so cheap in terms of quality that it may be the lowest effective of all of the vaccines should we take it or not   plz share ur thoughts
376,0, you doneet actually want to be injected with an experimental biological agent you have been tricked into thinking itees a good idea            
377,1,"after  months of working with my doctors and waiting i just scheduled my  for monday i am so excited and terrified

   "
378,0," nay nopes neva 

lol only   of russias population has been vaccinated against the   how do you expect others to show up when ur own people dont trust the efficacy of   mr putin himself still has not been vaccinated"
379,0,   why this vaccine also causes blood clots a bit more than astrazeneca    
380,0,"african union drops astrazeneca vaccine from its list of coronavirus shots due to controversies surrounding the oxford university product  
           "
381,1,the  on monday received the first batch of the  covid vaccines its government has purchased from  philippine president rodrigo duterte welcomed the arrival of the coronavac vaccines alongside chinese ambassador in the capital  
382,1,ieem pretty excited to have received the covid vaccine today itees impressive to think that in less than a year we have a vaccine for this virus that has wreaked havoc on our society and seen many colleagues at the hospital infected grateful  
383,1,nd vax in the books hooray     st jude medical center 
384,0," death after   vaccine 
"
385,1,   sore arm headache and fatigue but worth it but still being safe 
386,0, both shots very sore arm slight fever for an evening with the second one 
387,1,fully vaccinated   
388,1,just got my nd moderna shot  weeks and ill be fully vaccinated      long beach california 
389,0," should give an alternative to  covid vaccine to under s where possible due to a vanishingly rare side effect of blood clots

  
"
390,1,    may reduce  transmission mrna pfe  
391,0,"is this true 

i mean we take the vaccine and theyeere not liable if there are any side effects or even deaths 

makes perfect sense to me 

         "
392,0,how many  people received the  vaccine what side effects did you experience ieem curious to see if thereees commonality i experienced severe flu like symptoms and my arm has a lump and red spot that grows and is hot to the touch
393,1,"second jab done

day 

       "
394,1," let us change the goal post so now this is between you and me and not related to cong or mms

yes like covaxin they should have given emergency approval to  and maybe others and should have allowed people to pay and get  with  of their choice"
395,1,the russian vaccine has an efficacy of  and provides full protection against severe cases of  the storage temperature of  at  c means it can be stored in a conventional refrigerator without any need to invest in additional coldchain infrastructure 
396,0,nd dose  side effects itees hurt more than influenza vaccine i swear     
397,1,first dose done  took that shot like a champ    
398,0, death toll for uk stands at  total adverse reactions reported are  
399,1,"kirill dmitriev
 approved in  countries in europe l america m east africa asia and n america exceeding the plan announced by rdif earlier sputnik v is globally recognized as one of the best vaccines against covid a true vaccine for all humankind "
400,0,that second vaccine i received this morning is kicking my ass like i stole something 
401,0,  dead in norway   people dead in germany   and your going to protect our vulnerable with    poison 
402,1,"in an interview with cnn doctor sue ann costa clemens a professor at the university of oxford confirmed that the oxford  astrazeneca vaccine proved effective in neutralizing the coronavirus p variant which was identified in manaus 
   "
403,1,"seriously now after the  weeks post  the   should be at max efficacy  it feels good knowing i can actually get together with others who have been vaccinated without masks  

i will still be masked when i am out amp about"
404,1,another training module completed for new moderna vaccine to keep my competence up to date with  as vaccinator       
405,0,"hong kong halts use of pfizer coronavirus vaccine due to defective packaging
           
"
406,0,not great news vaccine suspended in several countries
407,1,first shot today i did it i am badass   
408,0," a day dying from the so called covid eevaccineee  reports    

"
409,1,nd shot done  this girl is vaccinated
410,1,according to rdif  became the rd country to register the russian vaccine against the  
411,1," is a good thing 
 says covid vaccine for south africa strain is ready for human testing"
412,0,anyone that had the  vaccine did any of you have any red spotswelts after my daughter had her second yesterday and now on the other arm has two big red spots is this a normal reaction thank you
413,0, has financial conflict of interest in  amp vaxxs he has taken america for m salary to promote his own interests not americas basically lying abt following the science while getting everything wrong 
414,0,"msm oh russia badbut its ok to kill people with 
 beat them at their own game  
"
415,1,"for delhi 
 
 
 
 
 
 
 
retweet maximum "
416,1,i did the thing   
417,1,i got vaccine   you can hate me as much as you want     
418,1,covid jab done amp dusted                     so very relieved and feeling incredible thank you    zindabad
419,1,"the husband has got his first vaccine shot of  today
last year this time we were full of fear anxiety uncertainty and slight despair
one year is a long time for getting partial relief"
420,1,couldneet get an appointment in austin so my hubby and i drove to katy for our first  vaccine so grateful    yeeall stay healthy weeere in the home stretch  
421,0,  editors must scrutinize authors for previous wrongdoing from data falsification to unethical practice and conflict of interest all is wrong in the peru  trial investigators offered vaccine to family friends funders key government officials they should be banned
422,1,first vaccine down one to go   
423,1,welcoming  in the most exciting manner happy vaccination day part  grateful to   to be able to receive the  vaccine this morning  for  
424,0, cancel it a woman i work with her neighbor got it older woman died within days of receiving  
425,0,the second vaccine  is kicking my behind the chills and aching is the worst part but i caneet walk for more than  minutes before i have to sit
426,0,"us calls for pause on johnson amp johnson vaccine after blood clotting cases
            
"
427,1,ready for my nd dose    
428,0,"englishlit the possible side effects of pfizer  biontech  v  

 
 
 
 
 
 
 
 
 
 
 
 "
429,0,why anyone under   would need the jab anyway   
430,1,data from  participants shows  efficacy of covaxin in phase iii trial bharat biotech         
431,1,i got my first covid vaccine today i nearly cried from relief when the nurse injected me    
432,0, days out from  dose  have a painful swollen lymph node in my armpit on the injection side glad i knew that was a side effect or ieed be freaked out
433,1,"vaccinated one step closer to herd immunity 

perfect organization at the vaccination center friendly reception a lot of space and clear separation between the visitors  

     "
434,0, software of life is not what myyour body needs 
435,1,"this

is the voice amp message qthat  puducherry can use to convince those who are worried that vaccine is not only safe  is totally safe too
loved the clear message she conveyed in the last few lines


sister niveda from  at  "
436,0,anyone still trust the ccp and believe them  in so the prc is relax their visiting visa restriction  on one condition everyone must receive the   jab only  effective rate   dead in hk since feb   
437,0,"i wonder where this puts all the countries that have halted use of the  vaccine 

blood clots as prevalent with  and  vaccine as with astrazenecas study "
438,1,doug ford and justin trudeau  prefer to extend  destroy  business k jobs lost church god school than ask friend putin to produce   russia vaccine  effective against  in toronto ontario canada  
439,0, o really i had met people getting covid vaccine   and  and getting covid after vaccines does not prevent you from getting it
440,0,"what do the following have in common






                                                       if you are thinking  you are correct he has deep pockets people "
441,1,"four european countries suspend use of astrazenecaees covid vaccine as company says its safe

 

     "
442,0,"

a good sign  doesnt fuckin look like thatno wonder its name is mud

   "
443,0,"
yearold girl paralyzed and injured in     trial"
444,1,first shot of vaccine in the arm  if you haveneet got yours and are eligible sign up for an appointment today  weeere all in this together  
445,1,"  of  ends    read more here  

   "
446,0,"so i got the first  shot yesterday and all i have to say is it was a nightmare the other folks there were short tempered with the staff everyone was yelling and a friggen random baby was the most polite person there had a nice handshake

the shot was a breeze tho"
447,1,i caneet stop watching this      
448,1,"researchers said the risk of cerebral venous thrombosis from the  was approximately
 times higher compared to messenger rna vaccines
 times higher compared to the  vaccine"
449,0,got to admit  second round took me for a quite a ride there overnight they wereneet messing around with these vaccines
450,0,  russian roulette 
451,0,"patient information leaflet for moderna covid vaccine 

vaccine may not fully protect all those who receive it and it is not known how long you will be protected

  
   

 "
452,1,"bharat biotechees covaxin can neutralise new double mutant covid strain says icmr
        
"
453,1,got my first vaccine today arm is sore but ieell take a sore arm over covid 
454,0, and we as the entire humanity demand to you to publish the entire documentation corresponding to the rd phase and about the secondary effects of  right now so you liars
455,0,"in order to help  govt to advertise the chinamade  vaccine  a group of frontline medical workers took the shots
one of the nurse is now developed severe reaction including serious headaches muscle and joint pain that she could barely walk  "
456,1,  listen ridiculous man our life is not for negotiation bring the russian vaccine   to eu immediately 
457,0, member states doneet want to use  vaccines 
458,1,vaccine  grateful to  for providing both vaccines and for protecting staff and our community from covid        
459,1,"vaccinate and save life wake up kenya 
  
  
   
   

        "
460,0, thailand doesneet trust sinopharm or  
461,1, doug ford and trudeau will not ask russia to produce   vaccine  effective against  in ontario canada extend draconian  to destroy family business church life school forcing stay at home   
462,0,pt   moderna pfizer is not a vaccine itees a biologic aka gene therapy and this is what itees doing to nurses    
463,1,it has been a bit over  hours and so far no ill side effects from the    on a side note the breakfast burrito i had is giving me gas
464,0," people died in us after receiving covid  reporting system 
deaths have occurred among people receiving both the  and the  vaccines according to the reports
 via "
465,0,us  body questions    trial data                         
466,1,st shot done       
467,0,"why india why why did you fall for these unethical idiots why dont you push   further into people why   production is more
    "
468,0, and  vaccines claim to be  effective from covid eesymptomee why the fuck are we injecting  thatees   ieem no doctor but the numbers doneet lie
469,0, if you just got the   vaccine you should be fine itees got  respect you only got a problem if youeere a little bitch and you got the  vaccine where its just badly replicated
470,1,bring  to the usa clinical trials indicate indias covid vaccines will be effective against new variants says icmr  hindustan times         
471,0,   has  efficacy against south african variant study suggests 
472,1, had me with chills all night which wore off by noon or so been napping all day arm soreness is down significantly and i woke up to some pretty great news
473,1,my grandmother  my in laws   my parents  and my husband  all have had one dose or  science is amazing and the peace of mind is even better  cannot wait until everyone is fully vaxxed     
474,1,  nd dose   
475,0, regret not getting  is that what youeere saying
476,1,ema pharmaceuticals regulator in europe say there is no indication that the   vaccine leads to clots 
477,1,"ambassador  is now fully vaccinated 

he received his second dose of the pfizerbiontech vaccine at frogner helsestajon on friday  april 

mission accomplished 




 "
478,1,"really appreciate and love that shri  took the home grown vaccine the moment he was eligible to take that now that it is open to general public no black marketing pls and non cutting the queue using influence 
"
479,0,"i have been exposed to superspreader events daily every    says my temperature spikes

received first dose   days post spike

an unusual side effects confirms a previous sarscov infection scalding sensitivity of nostrils and upper lip

"
480,0,has anyone experienced insomnia since the first  shot
481,1,"  great vaccine  

"
482,0," lethal injection  

    "
483,0,"i will not be taking     or any other vaccine

its clear now that governments have no idea of the safety profile shortmediumlong term of these experimental vaccines 

 "
484,1,"get vaccinated for covid made in india vaccinations are fully tested and safe doneet wait  vaccinate

      "
485,1,"the   is an important addition to the    vaccine many are wondering how long it will be until the  ends and life returns to normal heres our best guess

"
486,1,get an appointment to have my first anticovid jab for next week  
487,0,"norway amp other eu aligned
countries suspends  vaccine for i incident but cover up several deaths following 
 amp  in several countries even china amp russia knows this

 
"
488,1,"i got poked with a 

 would do again "
489,1," sacrifices its citizens by the thousands on the altar of antirussia pointscoring 

the solution is ÁE endorsedÁE by the scientific community as safe and effective and already under production in italy but politics matter more than lives
 "
490,1,whoees got vaccine  envy is it only me        
491,0,scientists skeptical of oneshot regimen for pfizer moderna vaccines  wsj    
492,0,if middleaged women are more prone to bloodclots generally shouldnt they be offered another vaccine than      
493,1,   the majority took  i  took  looked at data thought it was better of the  its anyones guess unless you have completed phase  clinical trials amp looked at sample efficacy data of at least  of the population all i know rna is better science
494,1,one  shot gives   protection  study 
495,1,"i have faith i pray i believeand i got the vaccine how about you 
   "
496,1,first dose down   
497,0,"no one wants to be poisoned thats why the site is empty

              
"
498,1,"got my first  on march  and there were no lollipops got my second shot today still no lollipop what the hell  insert eewhoees the real suckeree joke here

but seriously get your vaccinations and we can get past this   "
499,1,theres definitely light at the end of the tunnel one step towards reaching the other end im glad that  canadians feel the same thanks  for prioritizing healthcare workers         
500,1,come on down  worried the fake tan will come off only idiot not excited there is a vaccine out      
501,0,     unfortunately serbia is failing to test covid and i do not know anything we can learn vaccinating the  which was registered on the basis of a test on  soldiers is like drinking half a liter of palinka and playing  good luck youll need it
502,1,      prof spare us your ethnic politics when it comes to our health infact kenyans want it more now 
503,0,so far arm is sore and headache is controlled with tylenol  letees hope it is a smooth night 
504,0, history of    maker raises questions   
505,1,"all done with getting  my st and nd dose of the vaccine 

       eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee

    "
506,0,a yearold healthy mother from  died four days after taking a second dose of the   on feb 
507,1,a chartered flight carrying the first batch of the   covid  arrived in  on feb  welcomed by prime minister samdech techo hun sen at the phnom penh international airport 
508,1,"covid vaccine covaxin shows  efficacy in phase  clinical trials says bharat biotech 
     
"
509,0, week later and the effects of the oxford vaccine are still very much there ieeve had  day of feeling eeokee and that was friday now ieem back to square    
510,0," as scandalous as french  german leaders dismissing  as eequasi ineffectiveee

epistemically misplaced to make such a declaration and politically unaccountable for damage caused unfortunately "
511,1,"a year after who declared covid a global pandemic we were extremely grateful and humbled today to receive our st   dose

rollout on  started last week

seeing islanders receive this protection has been simply brilliant 
 "
512,0,"very important message

many people got infected with  after getting  

the sudden jump can be attributed to covaxin 

govt shud withdraw covaxin asap 

     "
513,0, commissioner thierry breton said that the  does not need the  vaccine from  
514,1,really want to thank  because she made  possible for so many thank you so much i loved you then and i love you even more now      
515,1,got second dose thanks   and everyone who made it possible 
516,1,"second dose done
  "
517,0,  yes everybody should be able to be experimented with and hacked consider this   alter your genetic code eewe are actually hacking the software of lifeee says dr tal zaks the chief medical officer at  read 
518,1,uff breath out guys ugur sahin boss of biontech the man behind  vaccine read   is sure that the medicine will be effective also against new mutation of     in this century there has never been a more unifying hope than this 
519,1,letees get this vaccine done honey      
520,0,"after the first dose of  my mother is feeling body ache headache feverish etc for last  daysth she took the first jab

do see need to take any medecine 

   "
521,0, registers one more death of an elderly patient who had received   
522,0,so anyone have their injection site get sore for a second time   i had my shot  days ago amp arm was only sore for two now itees back  trying not to worry  
523,1, on monday didneet get sick but it did completely wipe me out yesterday i slept after i finished a deadline in the afternoon hoping to be back to normal today still worth it obviously  
524,0," senior medical experts have stated that the  vaccine sinopharm  should not be used due to insufficient data provided to make a determination on the safety efficacy and immunogenicity of  vaccine

 "
525,1, canada has not approved sputnik v why not  is now the worlds second most popular   in terms of regulatory approvals doug ford and trudeau prefer  destroy life hope business 
526,0,  issue needs transparency all round calmness is not enough if its not fit for purpose anymore people must be told amp proper next steps taken definitely  facility is on the ropes as far as africa is concerned review    amp other vaccines
527,1,i  the 
528,1,"with these promising results safely vaccinating the worlds youth against covid is within our grasp congratulations to the  team

  "
529,1,i was  today i got the first dose of  thank you to  for the opportunity       
530,1,mythbusting  get it done     
531,0,the  that i had the  i experienced after taking the  of the    and my  have made   a  month for me
532,0,"  of the  people who took the az vaccine developed blood clots  died so if i take the  vaccine and develop a blood clot i have a  chance of dying

as opposed to the ish chance of dying from covid

 
"
533,1,"second shot done
   "
534,0,"   no to fuckin  for me if smuggled is good as the stupid government says ill buy one from ebay or wherever 

assholes"
535,0,brother friend and i all got our second round of  today  hours later brother has a migraine friend has a migraine  chills and my entire body aches gonna be a long night
536,0,a eehealthyee doctor died two weeks after getting a covid vaccine cdc is investigating why   
537,0,"just announcing the suspension of  vaccine in denmark and then she collapsed 

why did we ban   "
538,1,"update  ema may authorize russias sputnik v covid vaccine in second half of may source reveals

   "
539,0,"four people have died in  after vaccination with  the deaths were heart lung or bloodsugar related six more people experienced medical complications after taking the jab 
find out more in euobserverees article
"
540,1,"completed my two jabs of  thanks to  for excellent services 
i shall continue with    as we fight  "
541,0,"the  of  elderly people in switzerland after being inoculated with  and    underscore the potential danger of  vaccines to the age group chinese  experts said further calling for caution
"
542,1,"   approved based on strong immunogenicity data sources 
track  latest updatesee  via "
543,0,"so  contain  heatinactivated fetal bovine serum a big no no

"
544,1, approved emergency  of     against      
545,1,the worlds best husband amp i just got our first    doneet fail us 
546,1,  vaccine approved for emergency use in india
547,0,  yesterday felt fine w  low grade fever and chills by yesterday evening  temp and shaking chills overnight very fatigued and achy today hoping by tomorrow all will be much better  
548,1, embarrassing moscow russia everything is open business as usual ontario canada reporting  cases of   new cases in toronto  closed business church no family no hope  canada get out of syria   effective 
549,1,"
 lead by example no breaking the q or lagging either  gets boosted in return like never before alleviating any doubt one might have    "
550,1,"people above  will be the first to post vaccine selfies on fb and share pics on whatsapp ee itll be good to see seniors become influencers in our lives again

    "
551,1,"plesse spread the word
nd dose  "
552,0,"who would feel safe taking a vaccine from a country led by a brutal dictator who has been poisoning people and the name  really

"
553,0, did you question the experts about the safety of  vaccine or are you just taking their word for it greg have you had the jab yet do it live so we can all witness the stupidity of this unsafe vaccine    
554,0,good question answer is msm we are short in canada and i have been shouting in social media for  forever  why are effective and inexpensive chinese and russian vaccines  in much of the west  dissident voice 
555,0,"this is exactly why we need phase iii trialsdata before approving vaccines not to mention that  is one of the most expensive vaccines on the market
"
556,0,why despite the uk now offering the alternative  and  vaccines to  to under s uk scientific and medical experts still urge old adults to have the az jab   health blog  
557,1,"new were opening k  vaccine appt slots for april  for first doses of  at  reed rd our new site with 

visit  at ÁE pmÁE on tuesÁE to register for appts on thurs and fri appts for sat open at  am on wedÁE  "
558,1,"if youeere wondering which vaccine youeere getting bc i lowkey do in  based on my own booking experience 
 is usually available at hospitals
 is usually available at vaccination clinicssites 
 is the only one available at pharmacies as of rn"
559,1,"    yes death is the only certainty in our world weeere all gonna die

receiving an  shot or even two may only give you less than  immunity against  
i shall only accept  aka the good stuff"
560,1,  moscow russia everything is open business as usual ontario canada is reporting  cases of   new cases in toronto  closed business church no family no hope  canada get out of syria   effective 
561,1,"officially part of the  gang dose one done and dusted round two in may 
i feel like ieeve braved the war and managed to come out on the other side remarkably unscathed with a little light at the end of the tunnel
  "
562,1, developed by  inc with  se and  inc reduced the risk of infection by  percent two weeks or more after first of two shots as per the data from a real world study of vaccinated us healthcare personnel and first responders released on monday 
563,0,"day the  second dose immune response hits   temp headache body aches etc  is not the best time for anyone to announce i may be going to hell because i got the shot 
yaeell flat crazy and i aineet sorry for what i said about yoee momma "
564,0,"due to the risks of  more people choose to take  in 
eleven vaccine recipients suffer from severe reaction and have sent to hospitals one of them developed severe allergy and one had a stroke after the shots

 "
565,0,my husband and i had the  vaccine yesterday man is he suffering heees diabetic type  and his sugars are dangerously high and heees not even eaten he was not warned of this people be aware 
566,1,"thank you scientists 

                "
567,0,"  it wasnt enough using adults a field of experiment coz the goal is to exploit the pandemic amp pass its immoral agenda
 its known that children arent amp  wont be affected by 
 it is internationally ampethically prohibited to use children in clinical trials "
568,1, me too        
569,1,knowing that ieeve had the first dose of the vaccine is great 
570,1,does  schedule nd appointment considering the vaccine in first dose had  as st dose and now its hard to find center for nd only a handful centers across entire  any idea  
571,0," of   hours ago now i feel like im having a bad pain day and im super tired but nothing extreme

image description sticker with  in white on a green background a torso with a red short sleeve shirt and a bandaid on their arm "
572,1,as much as i doneet like boris amp his cronies they have done a great job with the vaccine rollout if you think other wise you have an agenda you can criticise your own party aswell as compliment where credit is due doneet be stupid    
573,1,congrats to your first dose of  
574,0,oooh this second  dose is kicking my butt 
575,1,great news for domestic vaccine  ee  efficacy in phase  trials against severe  amp  clinical efficacy results just released
576,1,barely kept a cool head this morning with ocgn when i saw  on the ticker but kept cool and stayed calm  and  later here we are  got approved and once the us adopts it to get out vaccines faster this stock will have no limit clsn could see similar movement
577,0,still getting such vivid dreams after my  vaccine on tuesday lots of people with this side effect apparently
578,1,"while rest two  and  will be known for curing virus through vaccines   
"
579,0,"a must watch
 are truly dangerous   rebecca carley md     
"
580,1,"covaxin effectively neutralises multiple variants of sarscov and effectively works against the double mutant strain icmr
 
   "
581,0,"just in case anyone out there thinks  in the   is a  here is  one of the  talking about it on their own website



  
also  was right"
582,1," i find this troubling

ieeve had my first    jab and am confident of efficacy and safety

however likely consequences of a  include 

 a non not able or not advised to be vaccinated underclass impacting rights and services"
583,0, who is eating alone today because doug ford and mr trudeau toronto ontario canada forced you to stay home  no family no business no church lent no hope until jab unproven vaccine  order russia  get out of syria  
584,1,itees been about  hrs since i received the nd dose of  and i feel fine  im off the next two days then back to work on saturday            
585,1,"despite  proving out to be safer more effective  and also  in india by  why is the govt not supplying more  than  which is a british formula and in controversy
 "
586,0,"made in   vaccines 

countries who have not learned from fake masks fake ppe fake test kits have another slap in the face coming   

 

 
 




 

"
587,0,there are over  thousand deaths from the mrna shot   
588,1,"just got my first injection of the  vaccine

getting to the light at the end of the tunnel "
589,0,"  
 sir with  being not yet approved by  also this human   must also know that the second vaccine of    is the one that has  side  effets this has been brought forward by none other than a  doctor"
590,0," 
 
 
with vaccination you get cancer "
591,1, embarrassing moscow russia everything is open business as usual ontario reporting  cases of   new cases in toronto  closed business church no family no hope  canada get out of syria   effective 
592,0,"

piece of piss "
593,0,"from excited to feeling dizzy then to 
is this what the   does to make matters worse they woneet take responsibility if this happens to you you caneet even sue them "
